,Unnamed: 0,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
460,10,밍경댕,A21,standing,2.0,"[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]",포즈는 정적이나 색감이 따뜻해 조금은 움직이는 듯한 느낌이 듦.,3.0,3 |  차분한 음악이 잘 어울릴듯,4.0,4 |  약간 낮은 음으로 따뜻한 색감을 표현할 것 같음.,7.0,7 |  전체적으로 가벼운 느낌이 들어서,
461,11,배뀽,A21,standing,2.0,"[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]",nothing,1.0,1 |  정적,6.0,6 | 배경,3.0,3 |  그림들이 곡선이 많아서 느리면서 빠를꺼같은 느낌,
462,12,미지,A21,standing,3.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 1, 0, 0]","[0, 0, 0, 0]",여성의 동작은 역동적이지 않지만 배경의 화려함이 역동적 느낌을 줌,6.0,6 | 배경의 현란함을 표현하기 위해,6.0,6 | 화려한 배경이 차지하는 비율이 높기때문에 보통보다 약간 높은 음,8.0,8 | 배경의 현란함을 높은 밀도로 표현가능,
463,13,boldmas,A21,standing,2.0,"[1, 0, 0, 0]","[0, 1, 0, 0]","[1, 1, 0, 0]","[0, 1, 0, 0]",The brightest colors and most brush strokes are in those areas or the painting's subject is in that region.,4.0,4 | It gives off a chic and relaxing feelings. The music's tempo should be similar to that of an elevator's. Relaxing and jazz-like.,8.0,8 | higher pitch to match the screaming red colors of the ambient,2.0,2 | The ambient is red and adorned with flowers but it is nothing too complicated and the brush strokes are tame,
464,14,Seong Ho,A21,standing,0.0,"[0,0,0,0]","[0,1,0,0]","[0,1,0,0]","[0,1,0,0]",서 있는 모습이 정적으로 느껴짐.,1.0,,10.0,  전체적으로 붉은색 계열의 느낌이 피치가 높은 음악과 잘 어울릴 것 같음.,2.0,"  정적이지만, 몇 가지 구조물이 존재해서 표현되었으면 함.",따뜻함
465,15,5e67524094c67a000a04ca8e,A21,standing,2.0,"[0,0,0,0]","[1,0,0,1]","[1,0,0,1]","[0,0,0,0]",Seems more calm and one toned that the other pictures. ,3.0,,5.0,,5.0,,
466,16,6400dc9af341e8a575a457f6,A21,standing,2.0,"[0,0,0,0]","[0,1,1,0]","[1,1,1,1]","[1,1,1,1]","since most of the image is in the same color, just different shades, the only dynamism I detect is the individual in the image that breaks up the background",1.0,,6.0,,3.0,,
467,17,5e4875f3110b3730eefa32a1,A21,standing,2.0,"[1,0,0,1]","[0,0,0,0]","[0,0,0,0]","[1,0,0,1]",The piece has some bold colours applied which make this a dynamic piece,2.0,,2.0,,4.0,,
468,18,5e909d9ac9ce2503b2650797,A21,standing,0.0,"[1,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","i just checked one area because i wasn't sure if i could leave blank, i don't think the picture is dynamic at all",1.0,,3.0,,1.0,,
469,19,5fc00a11268eb941e7d8b066,A21,standing,2.0,"[0,0,0,0]","[0,1,0,0]","[0,0,0,0]","[0,0,0,0]",Her face stands out against the faded background.,1.0,,8.0,,3.0,,
470,20,5b295f60bbd4880001117976,A21,standing,0.0,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,1,0,0]",There is no real sense of movement. it is more a portrait shot of a lady standing static.,1.0,,5.0,,5.0,,
471,21,630100561dc47fd83f5b4745,A21,standing,0.0,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,1,0,0]",Hands are clasped and legs in front of one another leaning against what looks like a boat. This is the only kind of motion or dynamism I can really detect in the art. ,1.0,,0.0,,2.0,,
472,22,5f7959d0b6791155e6932dd1,A21,standing,2.0,"[0,0,0,0]","[0,1,0,0]","[0,1,0,0]","[0,1,0,0]",The figure in the picture has the most impact as the background lacked definition.,2.0,  The picture is almost dreamlike with blurry lines and so the music should also be slow.,4.0,  I think the pitch should be middling on the low side to depict the vagueness of the picture.,2.0,  The music should be light and airy like the picture.,The sense of the music should be whimsical like the picture.
473,23,5967e9a831394d0001abdb3f,A21,standing,1.0,"[0,1,0,0]","[0,1,0,0]","[0,1,0,0]","[0,1,0,0]","The figure is still, in repose, but exudes a sense of presence",2.0,  Little movement needs  quiet music,2.0,,2.0,,Beautiful artwork but don't think music is necessary to appreciate it
474,24,657421f9661ce9a8cd7482d1,A21,standing,1.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",The the art work is found in this region,5.0,  Moderate tempo song is okay for the art work with respect to the posture of the art work piece,5.0,  Moderate pitch song is the best  for the art work with respect to the posture of the art work piece,5.0,  The density of the music is moderately perfect.,
475,25,5e56590389b924000c184113,A21,standing,1.0,"[0,0,0,0]","[1,0,1,1]","[1,1,1,1]","[0,0,0,0]",A slight fluidity in the background,2.0,,6.0,,3.0,,
476,26,65c4bfbc22bc351322c66e32,A21,standing,2.0,"[0,1,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",Outstanding,2.0,,2.0,,3.0,,
477,27,63f77942d3cad20e65a411a9,A21,standing,1.0,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[1,0,0,0]",there was no perceived level of dynamism ,3.0,,6.0,,3.0,,
478,28,5c584d2040378900013b6fb9,A21,standing,2.0,"[0,0,0,0]","[0,1,0,0]","[0,1,1,0]","[0,1,0,0]","The area shows the lady in a calmed pose, and you can see the garden in the background too. ",1.0,  Its calming with no drama,2.0,,1.0,  There isnt alot that goes on.,Maybe something feminine
479,29,613e454dca2db9fcef1f8e8d,A21,standing,0.0,"[0,0,0,0]","[0,1,0,0]","[0,1,1,0]","[0,1,0,0]","Legs and arms crossed indicate stillness, as well as the figure leaning slightly on something",2.0,"  There is a sense of peacefulness, but also a little energy indicated in the flowers behind the figure",6.0,"  Floral, light, but not so high as to contrast with the restfulness",3.0,  There is a gentleness and a lightness to the image,
600,0,나비,A3,running,8.0,"[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 0]","[0, 1, 1, 0]",힘찬 발걸음 + 손의 자연스러운 움직임의 범위,9.0,9,7.0,7,9.0,9,
601,1,rub,A3,running,8.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","they seems are running in speed, or pursuing something",4.0,4 |  even though they are running but it's not stressful at all,7.0,7 |  it reminds me of harps or bells,7.0,7 |  it's really light but not mad,
602,2,Daisy,A3,running,8.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[1, 1, 1, 1]","[0, 1, 1, 0]",There are two children at the center of the painting.,6.0,"6 |  While the children look very active, they are painted as being surrounded by some orange aura that sets the boundary for their activeness.",6.0,6 |  The sunlight and the sea make me feel like the pitch is at this level.,7.0,"7 |  The children’s activities, and the motion of the waves that makes the reflection of the sunlight on the water look like the water is moving fast, almost like dancing.",
603,3,Doky,A3,running,7.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",주체가 아이들이라는 점과 뛰어노는 움직임 그 자체.,8.0,8 |  경쾌하고 발랄한 아이들의 역동적 이미지를 잘 표현하기 위해 빠른 템포가 어울림.,8.0,8 |  분위기와 색채가 밝고 발랄하기 때문에 높은 핏치의 음악이 더 어울림.,7.0,"7 |  경쾌하고 발랄함을 위하여 밀도 있는 화음이 있는 것이 좋을 것 같음,",
604,4,chanpig,A3,running,7.0,"[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 0]","[0, 1, 1, 0]",몸의 움직임? 물의 튐? ,6.0,6 |  몸의 움직임? 물의 튐? 앞쪽으로 몸이 기울어져짐,6.0,6 |  몸의 움직임? 물의 튐? 애들이 기분좋게 뛰어다녀서 높은 느낌,4.0,4 |  몸의 움직임? 물의 튐? 밀도는 아이들이랑 가벼운 느낌이 듬,
605,5,곤듀,A3,running,8.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[1, 1, 1, 0]","[0, 1, 1, 0]",물속을 달려가는 인물들의 사실적인 인체표현에서 역동적인 느낌을 받음,5.0,"5 |  인물들의 행위에서는 매우 역동적임을 느끼나, 그림 주변으로 감싸고있는 색감이 주는 감성적인 느낌에 빠른 템포는 어울리지 않을 것으로 생각함.",7.0,7 |  그림속의 인물들이 어린 형제를 연상케함에 따라 약간의 높은 피치가 어울릴 것으로 생각됨,3.0,3 |  역동적임이 느껴지는 그림이나 분주하고 급박한 느낌은 들지 않으므로 높은 밀도의 음은 어울리지 않을 것으로 생각함,
606,6,이인애,A3,running,6.0,"[0, 0, 0, 0]","[0, 0, 0, 1]","[1, 1, 1, 0]","[0, 0, 0, 0]","밝은빛, 움직임",6.0,6,6.0,6,4.0,4,
607,7,고고,A3,running,8.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[1, 1, 1, 0]","[0, 1, 1, 0]",손을잡고 뛰는 모습,8.0,8,8.0,8,8.0,8,
608,8,경,A3,running,10.0,"[0, 0, 0, 0]","[0, 0, 0, 1]","[0, 1, 1, 0]","[0, 1, 1, 0]",아이들이 달리는 모습과 물이 튀는 모습까지 역동성을 잘 느낄 수 있게 함.,9.0,9 |  아이들이 달리는 역동적인 장면이 빠른 속도의 음악과 잘 어울림.,6.0,6 |  밝은 아이들의 가벼운 움직임을 잘 드러냄.,6.0,6 |  가벼운 아이들의 움직임을 잘 드러냄.,
609,9,yoni,A3,running,8.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 0, 0]",인물의 연령대가 주는 역동적임 스포트라이트되는듯한 그림의 느낌,5.0,5,5.0,5,7.0,7,
610,10,밍경댕,A3,running,9.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",아이들의 뛰 놈과 물의 튀김이 역동적으로 느껴지고 뭔가 이유는 모르겠지만 아이들 엉덩이가 보이면 더 역동적으로 느껴지는듯 합니다.,4.0,4 |  아이들의 순수함을 표현하기 위해 조금은 느림 템포의 음악이 상상됨.,8.0,8 |  아이들의 웃음소리와 같은 높은 음의 음악이 상상감.,3.0,3 |  아이들의 가벼운 속성과 물 역시 깊은 바다보다는 가벼운 냇가의 느낌이 들어 밀도가 낮을 것으로 상상됨.,
611,11,배뀽,A3,running,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",아이들 뛰고 있음 c3의 다리가 접혀있음,4.0,4 | 천천히 천국으로 가는 느낌,5.0,5 | 빠른 것 같은데 주위에 주황색이 빠름을 상쇄함,9.0,9 | 공간은 여유가 없을 것 같음,
612,12,미지,A3,running,8.0,"[0, 0, 0, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]","윤슬, 뛰는 모습, 물의 첨벙임",5.0,5 | 잔잔한 물가에서 가볍게 뛰는 모습이 보통템포와 어울림,7.0,7 | 밝은 분위기를 표현,3.0,3 | 아이들이 달리고있으나 배경이 고요하여 전체적으로 단조로운 느낌이 들기때문에,
613,13,boldmas,A3,running,9.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",The running boys in movement and the splashing water,9.0,9 | It looks like a very happy scene with the boys moving swiftly and the water splashing.,1.0,10 | The scene is very bright; it has bright shades of yellow and blue and it portrays the nostalgic feeling of childhood where everything seems beautiful and bright.,6.0,6 | the image is not too complex but very intricately portrayed.,
614,14,Seong Ho,A3,running,9.0,"[0,0,0,0]","[0,0,1,1]","[0,1,1,0]","[0,1,1,0]","달리는 아이들, 물결이 침. 역동적 임.",7.0,"  평온한 느낌이 났으면 해서, 너무 빠르진 않았으면 함.",8.0,  주황색 느낌,7.0,"  평온한 느낌이 같이 있어서, 너무 Dense 하지 않았으면 함.",평온함. 회상을 표현한 것 같은 작화?
615,15,5e67524094c67a000a04ca8e,A3,running,6.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]","The dynamics are very similar to the other similar photos I've seen, just focusing in on the middle. ",4.0,,4.0,,4.0,,
616,16,6400dc9af341e8a575a457f6,A3,running,6.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,0]","[0,1,1,0]",indicates movement,6.0,,8.0,,3.0,,
617,17,5e4875f3110b3730eefa32a1,A3,running,7.0,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,0,0,0]",the nudity,3.0,,4.0,,5.0,,
618,18,5e909d9ac9ce2503b2650797,A3,running,6.0,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,1,1,0]",looks like they are running and carefree ,7.0,,7.0,,5.0,,
619,19,5fc00a11268eb941e7d8b066,A3,running,8.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]","The right child's buttocks are very defined here, and him holding hands with the other boy too.",7.0,,8.0,,3.0,,
620,20,5b295f60bbd4880001117976,A3,running,7.0,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,1,1,0]",Figures are running through the water.,6.0,,4.0,,5.0,,
621,21,630100561dc47fd83f5b4745,A3,running,10.0,"[0,0,0,0]","[0,1,1,1]","[1,1,1,0]","[0,1,1,0]",The movement of water and children playing and running into the water is very dynamic. ,6.0,,5.0,,5.0,,
622,22,5f7959d0b6791155e6932dd1,A3,running,8.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",The two naked children are what brings the dynamism to the picture.,7.0,  The fun in the picture would be best depicted in a faster tempo.,7.0,  The pitch should be high like you would hear from children's voices when having fun.,3.0,  The music should be light like the carefree days of childhood.,There should be a fun yet serene quality to the music like the picture.
623,23,5967e9a831394d0001abdb3f,A3,running,9.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","The children are running away, so creating the dynamism",3.0,  To give a feel of gentle running,3.0,,1.0,,
624,24,657421f9661ce9a8cd7482d1,A3,running,10.0,"[0,0,1,0]","[0,1,1,1]","[1,1,1,0]","[0,1,1,0]",The area covered shows the beauty of the art work,8.0,  High tempo is the best for such and environment and play state,9.0,  High pitch is needed for this kind of atmosphere,9.0,  High density is also the perfect,
625,25,5e56590389b924000c184113,A3,running,6.0,"[0,0,0,0]","[0,1,1,1]","[1,1,1,0]","[0,1,1,0]",Movement and joy of children,6.0,,8.0,,6.0,,
626,26,65c4bfbc22bc351322c66e32,A3,running,7.0,"[0,0,0,0]","[0,0,1,0]","[0,0,0,0]","[0,0,0,0]",Beautiful look,2.0,,3.0,,6.0,,
627,27,63f77942d3cad20e65a411a9,A3,running,7.0,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]",almost the whole image seems in motion,7.0,,7.0,,7.0,,
628,28,5c584d2040378900013b6fb9,A3,running,6.0,"[0,0,0,0]","[0,1,1,1]","[1,1,1,0]","[0,1,1,0]","They are running together and holding hands, as though brothers. It also includes the still calm water in the background with their splashes around their feet",6.0,,7.0,  they are happy children,6.0,,
629,29,613e454dca2db9fcef1f8e8d,A3,running,7.0,"[0,0,0,1]","[0,1,1,0]","[0,1,1,0]","[0,0,1,0]",They show movement of bodies and water,7.0,"  There is a lightness, playfulness almost magical quality to the image",8.0,  The quality of the light reflected on the water puts me in mind of higher pitched sounds,3.0,"  It should be light, playful, magical. The water is not deep and looks still and calm",
30,0,나비,A4,dancing,8.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]",팔다리의 움직임. 가만히있지 않는 자세,8.0,8,7.0,7,9.0,9,
31,1,rub,A4,dancing,7.0,"[0, 0, 1, 0]","[1, 1, 1, 0]","[1, 1, 1, 0]","[0, 0, 0, 0]",the characters in the painting are all really vivid,9.0,9 |  they are partying!!,8.0,8 |  the flute and tambourine makes me feel like that,9.0,9 |  the flute and tambourine makes me feel like that,
32,2,Daisy,A4,dancing,7.0,"[0, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 0, 1, 0]",There is a huge group of people who are enjoying the music.,8.0,8 |  I think it’s a happy dance to celebrate the harvest season.,6.0,"6 |  The pitch is not very high, but it should sound full of joy and fun.",7.0,"7 |  Since it’s a happy dance, the density should be relatively high.",
33,3,Doky,A4,dancing,8.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[0, 0, 0, 0]",인물의 움직임과 악기(탬버린)의 가미. 또한 밝고 강렬한 색채.,7.0,7 |  악기가 보여지므로 조금 빠른 템포의 움직임이 어울릴 것 같음.,8.0,8 |  강렬하고 화려한 색채로 인하여 높은 핏치의 음악이 어울림.,8.0,8 |  뭔가 빠르고 밀도 있는 음악이 경쾌한 상황과 역동성과 어울림.,
34,4,chanpig,A4,dancing,5.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[0, 0, 0, 0]",탬버린을 흔드는 모습이 역동적이다 ,6.0,6 |  막 빠른 느낌은 없고 짤랑 짤랑 흔들꺼같음,5.0,5 |  색감이 조금 밝은 색이 아니라서 음이 높지않을것같다,8.0,8 |  색감이 명암이 좀 탁한편이라 밀도가 높아보임,
35,5,곤듀,A4,dancing,6.0,"[1, 0, 0, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 0, 0, 0]",인물들의 표정 및 주변 배경을 표현함에 있어서 현실적인 역동성이 느껴짐,7.0,7 |  인물들의 표정과 탬버린과 같은 타악기를 들고 춤을추는 듯한 모습에 매우 빠르진 않지만 약간은 빠른템포의 음악이 어울릴 것으로 생각함,5.0,5 |  그림에서 음의 높낮이를 조절하여 인위적으로 만드는 음악 또는 노래가 아닌 사람의 육성이 들리는 듯한 느낌을 받음.,5.0,"5 |  그림에서 현실적인 느낌을 받고 있으며, 적당한 밀도의 음악이 어울릴 것으로 생각함",
36,6,이인애,A4,dancing,5.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",움직임표현,6.0,6,6.0,6,3.0,3,
37,7,고고,A4,dancing,7.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]",춤추는 모습,7.0,7,7.0,7,7.0,7,
38,8,경,A4,dancing,8.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 1, 1, 0]","[0, 0, 1, 0]",춤추는 모습과 박수 치는 모습을 통해 활동적인 느낌을 받을 수 있음.,8.0,8 |  가볍고 밝은 춤을 추는 움직임을 잘 드러냄.,7.0,7 |  춤을 추는 움직임을 잘 드러냄.,8.0,8 |  가볍게 춤을 추는 화려한 움직임을 잘 드러냄.,
39,9,yoni,A4,dancing,7.0,"[0, 0, 1, 1]","[0, 0, 1, 0]","[0, 1, 0, 0]","[0, 0, 1, 0]",인물의 움직임 관객의 표정,5.0,5,8.0,8,7.0,7,
40,10,밍경댕,A4,dancing,7.0,"[0, 0, 1, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 0, 1, 1]",여인의 역동적인 포즈와 관객의 즐거운 표정,4.0,4 |  적당한 템포의 음악으로 가벼운 춤을 추는 듯한 느낌,7.0,7 |  피리의 음에 맞추어 춤을 추는 걸 보니 조금은 높은 음이 상상됨.,2.0,2 |  피리와 탬버린 만으로 만들어지는 음악이 상상이 감. 그림에 나오는 악기 수와 밀도는 근접한 관계가 있을듯,
41,11,배뀽,A4,dancing,6.0,"[0, 0, 0, 0]","[1, 0, 1, 0]","[1, 1, 1, 0]","[0, 0, 1, 0]","탬버린 치는 여자, 빼꼼보는 여자, 박수치는 사회자",3.0,"3 | 왈츠같이 천천히, 손을 베베 꼬는 느낌",7.0,7 | 낮에 공연장이라서 밝은 느낌을 주고 싶음,3.0,3 | 여유로워서 촘촘하지 않아도 될 것 같음,
42,12,미지,A4,dancing,6.0,"[0, 0, 0, 0]","[1, 1, 1, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]",악기를 연주하며 춤추는 모습 박수치는 모습이 역동적임,6.0,6 | 등장인물들의 큰 동작이 보이지 않아서,8.0,8 | 낮은 음의 악기는 보이지 않아서,3.0,3 | 악기의 종류가 적어서,
43,13,boldmas,A4,dancing,7.0,"[0, 0, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 0, 1, 0]","That is where the subjects are, and that's also where the movements are taking place. The fire burning also gives more elements of movement to the scene.",8.0,8 | The lady in the front is dancing to a rhythm that is not too fast. Others are attentively watching her as if she is a shaman and not dancing along.,6.0,6 | There is a balance between the dancing woman and the spectators.,7.0,7 | The image consists of multiple characters in different positions and three separate background colors and sceneries with a fire burning in the front. The image is very complex although not too much movement is taking place.,
